N_unmapped	992940	992940	992940
N_multimapping	5904909	5904909	5904909
N_noFeature	4803128	25200384	25260079
N_ambiguous	1781980	307758	285459
Cre	26	10	16
Gfp_L10a	464	243	221
ENSMUSG00000102693	0	0	0
ENSMUSG00000064842	0	0	0
ENSMUSG00000051951	1377	676	701
ENSMUSG00000102851	0	0	0
ENSMUSG00000103377	2	1	1
ENSMUSG00000104017	0	0	0
ENSMUSG00000103025	0	0	0
ENSMUSG00000089699	0	0	0
ENSMUSG00000103201	0	0	0
ENSMUSG00000103147	0	0	0
ENSMUSG00000103161	0	0	0
ENSMUSG00000102331	8	7	1
ENSMUSG00000102348	36	16	20
ENSMUSG00000102592	0	0	0
ENSMUSG00000088333	0	0	0
ENSMUSG00000102343	0	0	0
ENSMUSG00000025900	179	97	82
ENSMUSG00000102948	0	0	0
ENSMUSG00000104123	0	0	0
ENSMUSG00000025902	48	27	21
ENSMUSG00000104238	0	0	0
ENSMUSG00000102269	0	0	0
ENSMUSG00000096126	1	1	0
ENSMUSG00000103003	0	0	0
ENSMUSG00000104328	0	0	0
ENSMUSG00000102735	1	0	1
ENSMUSG00000098104	5	2	3
ENSMUSG00000102175	0	0	0
ENSMUSG00000088000	0	0	0
ENSMUSG00000103265	0	0	0
ENSMUSG00000103922	8	3	5
ENSMUSG00000033845	1776	865	911
ENSMUSG00000102275	27	12	15
ENSMUSG00000025903	2649	1285	1364
ENSMUSG00000104217	0	0	0
ENSMUSG00000033813	957	467	490
ENSMUSG00000062588	6	1	5
ENSMUSG00000103280	94	49	45
ENSMUSG00000002459	1285	652	640
ENSMUSG00000091305	0	0	0
ENSMUSG00000102653	0	0	0
ENSMUSG00000085623	0	0	0
ENSMUSG00000091665	1	1	1
ENSMUSG00000033793	9841	4889	4958
ENSMUSG00000104352	0	0	0
ENSMUSG00000104046	0	0	0
ENSMUSG00000102907	0	0	0
ENSMUSG00000025905	835	428	407
ENSMUSG00000103936	0	0	0
ENSMUSG00000093015	0	0	0
ENSMUSG00000103519	0	0	0
ENSMUSG00000033774	98	37	61
ENSMUSG00000103090	0	0	0
ENSMUSG00000025907	5050	2553	2511
ENSMUSG00000090031	372	201	185
ENSMUSG00000087247	0	0	0
ENSMUSG00000103355	0	0	0
ENSMUSG00000102706	0	0	0
ENSMUSG00000103845	54	23	31
ENSMUSG00000033740	1225	605	620
ENSMUSG00000103329	72	33	39
ENSMUSG00000104385	0	0	0
ENSMUSG00000102135	5	1	4
ENSMUSG00000103282	0	0	0
ENSMUSG00000102534	0	0	0
ENSMUSG00000102213	0	0	0
ENSMUSG00000103629	0	0	0
ENSMUSG00000051285	5693	3024	2669
ENSMUSG00000098201	4	0	4
ENSMUSG00000103509	95	54	41
ENSMUSG00000048538	1	1	0
ENSMUSG00000103709	0	0	0
ENSMUSG00000077244	0	0	0
ENSMUSG00000102768	0	0	0
ENSMUSG00000097797	28	15	13
ENSMUSG00000103498	0	0	0
ENSMUSG00000103067	0	0	0
ENSMUSG00000102320	0	0	0
ENSMUSG00000104226	0	0	0
ENSMUSG00000103903	0	0	0
ENSMUSG00000103557	0	0	0
ENSMUSG00000025909	1455	754	701
ENSMUSG00000102647	3	2	1
ENSMUSG00000086235	1	0	1
ENSMUSG00000102253	1	1	0
ENSMUSG00000093970	0	0	0
ENSMUSG00000103884	0	0	0
ENSMUSG00000084353	0	0	0
ENSMUSG00000103933	5	5	0
ENSMUSG00000076135	1	1	0
ENSMUSG00000086195	0	0	0
ENSMUSG00000104504	0	0	0
ENSMUSG00000066693	0	0	0
ENSMUSG00000102316	0	0	0
ENSMUSG00000103819	0	0	0
ENSMUSG00000102871	0	0	0
ENSMUSG00000101571	0	0	0
ENSMUSG00000104428	0	0	0
ENSMUSG00000102272	0	0	0
ENSMUSG00000065625	0	0	0
ENSMUSG00000103411	0	0	0
ENSMUSG00000061024	1076	537	539
ENSMUSG00000025911	481	251	288
ENSMUSG00000079671	22	89	108
ENSMUSG00000081441	1	1	0
ENSMUSG00000067879	2030	1074	1073
ENSMUSG00000099827	0	0	0
ENSMUSG00000025912	490	250	240
ENSMUSG00000045210	5933	3119	2936
ENSMUSG00000097893	3	57	68
ENSMUSG00000025915	742	381	361
ENSMUSG00000046334	0	0	0
ENSMUSG00000088916	0	0	0
ENSMUSG00000046101	82	54	50
ENSMUSG00000098234	461	247	236
ENSMUSG00000093178	0	0	0
ENSMUSG00000099032	16	8	8
ENSMUSG00000104025	0	1	0
ENSMUSG00000025916	26	17	10
ENSMUSG00000087199	0	0	1
ENSMUSG00000095780	0	0	0
ENSMUSG00000025917	4610	2302	2318
ENSMUSG00000056763	1403	688	724
ENSMUSG00000102356	1	1	0
ENSMUSG00000067851	6066	3036	3030
ENSMUSG00000088153	1	1	0
ENSMUSG00000102556	0	0	0
ENSMUSG00000042501	10	5	5
ENSMUSG00000103810	0	0	0
ENSMUSG00000083422	5	5	0
ENSMUSG00000094979	0	0	0
ENSMUSG00000081417	0	0	0
ENSMUSG00000103448	0	0	0
ENSMUSG00000100212	0	0	0
